,Leaf Width (cm),Leaf Width (cm),Leaf Width (cm),Leaf Width (cm),Leaf Length (cm),Leaf Length (cm),Leaf Length (cm),Leaf Length (cm)
,mean,median,std,var,mean,median,std,var
Plant Name,,,,,,,,
Cactus,1.8699999999999999,1.85,0.13374935098492585,0.017888888888888888,5.12,5.1,0.1316561177208767,0.017333333333333343
Maple,5.17,5.2,0.29832867780352584,0.08899999999999994,7.109999999999999,7.1,0.19119507199599983,0.03655555555555556
Rose,3.21,3.2,0.1663329993316619,0.027666666666666635,4.35,4.35,0.1581138830084188,0.024999999999999953
